Subscription,Resource Group,VM Name,OS,Auto Update Enabled
Moog-Azure-IaaS,RG-SGAZ1-Veeam,sgaz1svvbop01,Windows,Yes
Moog-Azure-IaaS,RG-SGAZ1-Veeam,sgaz1svvlp01,Windows,Yes
Moog-Azure-IaaS,RG-SGAZ1-Veeam,sgaz1svvsql01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-AAD_Connect,USAE2SVAADCON01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-AzureDataGateway,USAE2SVAZDGW01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-AzureDataGateway,USAE2SVAZDGW03,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-AzureDataGateway,USAE2SVDGW02,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-Aircraft_Command_Center_Analytics,USAE2SVCCADEV01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-Citrix,USAE2SVCITXFL01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-Certificate_Services,USAE2SVCESCEP1,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-HCM,USAE2SVHCM01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-HCM,USAZUREHCM02,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-NameSpace-CORP,USAE2SVDFS01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-OnBase,USAE2SVOBDV01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-OnBase,usae2svobfs01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-OnBase,usae2svobrs01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-OnBase,usae2svobws01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-SFTP,usae2psftp01,Linux,No
Moog-Azure-IaaS,RG-USAE2-SFTP,usae2svsftp01,Linux,No
Moog-Azure-IaaS,RG-USAE2-PRD-MDGSharedSQL,cral1svsql01v,Windows,No
Moog-Azure-IaaS,RG-USAE2-XDM,USAzureXDM01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Veeam,USAE2SVVBOM01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-Veeam,USAE2SVVONE01,Windows,Yes
Moog-Azure-IaaS,RG-USAZ2-Directory,usaz2svpcaasdc1,Windows,Yes
Moog-Azure-IaaS,RG-USAZ2-NDES,USAzureNDES,Windows,No
Moog-Azure-IaaS,RG-USEA2-AzureMigrationASP,usae2svaspdv1,Windows,Yes
Moog-Azure-IaaS,RG-USEA2-AzureMigrationASP,usae2svaspp01,Windows,Yes
Moog-Azure-IaaS,RG-USEA2-AzureMigrationASP,usae2svaspqa1,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-PRD-MDGDW,slmdw2,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-MBS-Gateway,USAE2SVSAPPGW01,Windows,No
Moog-Azure-IaaS,RG-USAE2-MBS-Gateway,USAE2SVSAPPGW02,Windows,No
Moog-Azure-IaaS,RG-USAE2-MBS-Gateway,USAE2SVSAPQGW01,Windows,No
Moog-Azure-IaaS,RG-GBAZ1-Luton-ERP-WINMAN,GBAZ1SVLTNSQL01,Windows,Yes
Moog-Azure-IaaS,RG-GBAZ1-IndySoft,GBAZ1SVINDYSP01,Windows,Yes
Moog-Azure-IaaS,RG-GBAZ1-POWERBI-REPORT-NP,GBAZ1SVNPPBIR01,Windows,No
Moog-Azure-IaaS,RG-GBAZ1-POWERBI-REPORT-NP,GBAZ1SVNPPBIR02,Windows,No
Moog-Azure-IaaS,RG-GBAZ1-Directory,GBAZ1SVPSAPIG01,Windows,No
Moog-Azure-IaaS,RG-GBAZ1-Corp-ISOMA-Application,gbaz1pisoma01,Windows,Yes
Moog-Azure-IaaS,RG-CAAZ1-Veeam-Backup-Storage-Proxy,caaz1plivlr01,Linux,No
Moog-Azure-IaaS,RG-CAAZ1-SAP-OTAC-SQL,caaz1potacsql01,Windows,No
Moog-Azure-IaaS,RG-CAAZ1-SAP-OTAC-SQL-Test,caaz1xotacsql01,Windows,Yes
Moog-Azure-IaaS,RG-CAAZ1-IGSAP-OpenText-ArchiveCenter,caaz1pxecm01,Windows,Yes
Moog-Azure-IaaS,RG-CAAZ1-IGSAP-OpenText-ArchiveCenter-Test,caaz1xxecm01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-TIBCO_SPOTFIRE-DEV,USAE2SVTIBCOD01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-ESAR-PROD,USAE2SVESARP01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-Onestream-DEV,USAE2SVOSCOND01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-DEV,USAE2SVOSFSD01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-DEV,USAE2SVOSGSD01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-DEV,USAE2SVOSRSD01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-DEV,USAE2SVOSWEBD01,Windows,No
Moog-Azure-IaaS,RG-USAE2-ReACT-Prod,USAE2SVREACTP01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-Security-Hybrid_Worker-Prod,USAE2SVSHYBWP01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-LCD-DEMO,USAE2SVTDEMO01,Windows,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIBEDP01,Windows,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIBOTP01,Windows,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIBOTP02,Windows,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIBOTP03,Windows,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIBOTP04,Windows,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIOESP01,Windows,No
Moog-Azure-IaaS,RG-USAE2-UiPathOrchestrator-Prod,USAE2SVUIORWP01,Windows,No
Moog-Azure-IaaS,RG-USAE2-SCCM-Prod,USAE2SVSCCMDP01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVOSFSQ01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSCON01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSCON02,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSCON03,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSCON04,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSGS01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSGS02,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSGS03,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSGS04,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSRS01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSRS02,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSRS03,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSRS04,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSWEB01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSWEB02,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSWEB03,Windows,No
Moog-Azure-IaaS,RG-USAE2-Onestream-QA,USAE2SVQOSWEB04,Windows,No
Moog-Azure-IaaS,RG-USAE2-FloorPlanMapper-Prod,USAE2SVFPMAPP01,Windows,No
Moog-Azure-IaaS,RG-USAE2-CIMCO-Test,USAE2SVTCIMCO01,Windows,No
Moog-Azure-IaaS,RG-USAE2-AutoTime-Services,usae2svpatsvc01,Linux,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-Services,usae2svpatsvc02,Linux,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-WebClock,usae2svpatwebclk01,Linux,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-WebClock,usae2svpatwebclk02,Linux,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-DataFactory,usae2svpatadf01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-DataFactory,usae2svpatadf02,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSCON01,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSCON02,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSCON03,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSCON04,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSFS01,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSGS01,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSGS02,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSGS03,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSGS04,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSRS01,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSRS02,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSRS03,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSRS04,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSWEB01,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSWEB02,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSWEB03,Windows,No
Moog-Azure-IaaS,RG-USAE2-OneStream-Prod,USAE2SVPOSWEB04,Windows,No
Moog-Azure-IaaS,RG-USAE2-AutoTime-Application,usae2svpatweb01,Linux,No
Moog-Azure-IaaS,RG-USAE2-AutoTime-Application,usae2svpatweb02,Linux,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-Keycloak,usae2svpatkc01,Linux,Yes
Moog-Azure-IaaS,RG-USAE2-AutoTime-Keycloak,usae2svpatkc02,Linux,Yes
Moog-Azure-IaaS,RG-USAE2-Okta-ADAgent,USAE2SVPOKTAD01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Vaisala-viewLinc,USAE2SVPVLINC01,Windows,No
Moog-Azure-IaaS,RG-USAE2-PaloAlto-UserIDAgent,USAE2SVPPAUID01,Windows,No
Moog-Azure-IaaS,RG-USAE2-PaloAlto-UserIDAgent,USAE2SVPPAUID02,Windows,No
Moog-Azure-IaaS,RG-USAE2-WS1-SEG,USAE2SVPWS1EG01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-WS1-SEG,USAE2SVPWS1EG02,Windows,No
Moog-Azure-IaaS,RG-USAE2-WS1-SEG,USAE2SVPWS1EG03,Windows,No
Moog-Azure-IaaS,RG-USAE2-WS1-SEG,USAE2SVPWS1EG04,Windows,No
Moog-Azure-IaaS,RG-USAE2-Security-BeyondTrust-Remote-Support,usae2svpbtrs01,Linux,Yes
Moog-Azure-IaaS,RG-USAE2-Security-BeyondTrust-Remote-Support,usae2svpbtrs02,Linux,Yes
Moog-Azure-IaaS,RG-USAE2-Security-BeyondTrust-Management,usae2psecbtmt01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-AZSyn-Dev,USAE2SVDAZSYN01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Directory,USAE2SVPSAPIG01,Windows,No
Moog-Azure-IaaS,RG-USAE2-SERVICENOW,USAE2SVPMDSN01,Windows,No
Moog-Azure-IaaS,RG-USAE2-SERVICENOW,USAE2SVPMDSN02,Windows,No
Moog-Azure-IaaS,RG-USAE2-Corporate-Xerox,usae2pxdm01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-DevOps-DevOps-Agent,usae2svpazdo01,Linux,Yes
Moog-Azure-IaaS,RG-USAE2-Corporate-SharePoint2013-Migration,usae2psp01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-Corporate-SharePoint2013-Migration,usae2psp02,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-Corporate-SQL2019-Dev,usae2d19sql01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-Corporate-SQL2019,usae2p19sql01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-Automic-Engine,usae2pautapp01,Linux,No
Moog-Azure-IaaS,RG-USAE2-Automic-Engine,usae2pautapp02,Linux,No
Moog-Azure-IaaS,RG-USAE2-Corp-LogRhythm-Data-Index,usae2plrdx06,Linux,No
Moog-Azure-IaaS,RG-USAE2-Corp-LogRhythm-Data-Index,usae2plrdx07,Linux,No
Moog-Azure-IaaS,RG-USAE2-Corp-LogRhythm-Data-Index,usae2plrdx08,Linux,No
Moog-Azure-IaaS,RG-USAE2-Corp-LogRhythm-Data-Index,usae2plrdx09,Linux,No
Moog-Azure-IaaS,RG-USAE2-Security-CA-Issuing-Server,usae2pcrtath01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-Corporate-PrintSystem-CostaRica,usae2pprntsys01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-Security-Nexpose-Rapid7,usae2pnexpose01,Linux,Yes
Moog-Azure-IaaS,RG-USAE2-SLM-Pro2-Prod,usae2pslmpro01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Shared-WebApplication-Prod,usae2padfs07,Windows,No
Moog-Azure-IaaS,RG-USAE2-Shared-WebApplication-Prod,usae2padfs08,Windows,No
Moog-Azure-IaaS,RG-USAE2-LN-DFRuntime-Prod,usae2plndfrt01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Identity-Corp-DC,USAE2SVCORPDC01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Corp-SFTP,usae2psftp01,Linux,No
Moog-Azure-IaaS,RG-USAE2-Corporate-SFTPTest,usae2psftpnettest01,Linux,No
Moog-Azure-IaaS,RG-USAE2-Dynatrace-Dyna,usae2xdynatrc01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Indysoft-App-Test,usae2xindysft01,Windows,No
Moog-Azure-IaaS,RG-USAE2-corp-slm-python-scripts-01,usae2svpscrpt01,Windows,No
Moog-Azure-IaaS,RG-USAE2-corp-slm-python-scripts-02,usae2svpslmpy01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Veeam-SQL-Application,usae2svpvsql01,Windows,No
Moog-Azure-IaaS,RG-USAE2-Shared-MCGADF-Prod,usae2pmcgadf01,Windows,No
Moog-Azure-IaaS,RG-USAZ2-Onestream-QA,USAZ2SVOSFSQ01,Windows,No
Moog-Azure-IaaS,RG-USAZ2-Onestream-Prod,USAZ2SVPOSFS01,Windows,No
Moog-Azure-IaaS,RG-USAZ2-AutoTime-DataFactory,usaz2svpatadf01,Windows,Yes
Moog-Azure-IaaS,RG-USAZ2-AutoTime-DataFactory,usaz2svpatadf02,Windows,Yes
Moog-Azure-IaaS,RG-DEAZ1-Veeam-Backup-Storage-Proxy,deaz1plivlr01,Linux,Yes
Moog-Azure-IaaS,RG-NLAW2-Payroll-Nugget-Application,nlaw2pnugg01,Windows,Yes
Moog-Azure-IaaS,RG-DEAZ1-Security-Nexpose-Rapid7,deaz1pnexpose01,Linux,Yes
Moog-Azure-IaaS,RG-SGAZ1-Logrhythm,SGAZ1SVLRDC01,Windows,Yes
Moog-Azure-IaaS,RG-SGAZ1-Delta_Enteral_Pump-Dev,SGAZ1SVDEIPSD01,Windows,Yes
Moog-Azure-IaaS,RG-SGAZ1-Teamcenter-Prod,SGAZ1SVPTCVOL01,Windows,No
Moog-Azure-IaaS,RG-SGAZ1-PaloAlto-UserIDAgent,SGAZ1SVPPAUID01,Windows,No
Moog-Azure-IaaS,RG-SGAZ1-PaloAlto-UserIDAgent,SGAZ1SVPPAUID02,Windows,No
Moog-Azure-IaaS,RG-SGAZ1-Veeam-China,veeam-linux-helper-appliance-ht4xp,Linux,No
Moog-Azure-IaaS,RG-SGAZ1-LNSWP-APAC-PROD,SGAZ1SVPLSAPC01,Windows,No
Moog-Azure-IaaS,RG-SGAZ1-LNSWP-APAC-PROD,SGAZ1SVPLSAPC02,Windows,No
Moog-Azure-IaaS,RG-SGAZ1-Veeam-Backup-Storage-Proxy,sgaz1plivlr01,Linux,Yes
Moog-Azure-IaaS,RG-SGAZ1-SGSI1-DataCenter,sgsi1svfil01,Windows,Yes
Moog-Azure-IaaS,RG-AUAZ1-Veeam-Backup-Storage-Proxy,auaz1plivlr01,Linux,Yes
Moog-Azure-IaaS,RG-NLAW2-PaloAlto-UserIDAgent,NLAW2SVPPAUID01,Windows,No
Moog-Azure-IaaS,RG-NLAW2-PaloAlto-UserIDAgent,NLAW2SVPPAUID02,Windows,No
Moog-Azure-IaaS,RG-NLAW2-SLM-CURLIN,NLAW2SVPCURL801,Windows,No
Moog-Azure-IaaS,RG-NLAW2-SLM-CURLIN,NLAW2SVPCURL802,Windows,No
Moog-Azure-IaaS,RG-NLAW2-Veeam-Backup-Storage-Proxy,nlaw2plivlr01,Linux,Yes
Moog-Azure-IaaS,RG-NLAW2-LNSWP-EMEA-PROD,NLAW2SVPLSEMA01,Windows,No
Moog-Azure-IaaS,RG-NLAW2-LNSWP-EMEA-PROD,NLAW2SVPLSEMA02,Windows,No
Moog-Azure-IaaS,RG-NLAW2-IG-SharePoint-Migration,nlaw2psp01,Windows,No
Moog-Azure-IaaS,RG-NLAW2-Security-CA-Issuing-Server,nlaw2pcrtath01,Windows,Yes
Moog-Azure-IaaS,RG-NLAW2-IG-China-TestStand,nlaw2ptststnd01,Linux,Yes
Moog-Azure-IaaS,RG-NLAW2-IG-SLM-SQL2019,nlaw2pslmsql01,Windows,Yes
Moog-Azure-IaaS,veeam-auto-0550518f-5049-4cf4-a9c3-74ca749950cf,veeam-proxy-appliance-2b31e5c0-371c-4321-b271-044cba6fc7c7,Linux,No
Moog-Azure-IaaS,veeam-auto-0550518f-5049-4cf4-a9c3-74ca749950cf,veeam-proxy-appliance-597fe352-1684-44d4-9e99-a3db93423b18,Linux,No
Moog-Azure-IaaS,RG-GBAZ1-MCG-BI,gbaz1svdfactd01,Windows,Yes
Moog-Azure-IaaS,RG-GBAZ1-MCG-BI,gbaz1svdfactp01,Windows,Yes
Moog-Azure-IaaS,RG-GBAZ1-HCM,GBAZ1SVHCMD01,Windows,Yes
Moog-Azure-IaaS,RG-GBAZ1-HCM,GBAZ1SVHCMP01,Windows,Yes
Moog-Azure-IaaS,RG-USAE2-MCG-BI,usae2svdfactd01,Windows,No
Moog-Azure-IaaS,RG-USAE2-MCG-BI,usae2svdfactp01,Windows,No
Moog-Azure-IaaS,RG-Moog-Americas-HAProxy,USAE2HAPROXY1,Linux,Yes
Moog-Azure-IaaS,RG-Moog-Americas-HAProxy,USAE2HAPROXY2,Linux,Yes
Moog-Azure-IaaS,RG-Moog-Central-AAA,usaz2svacard01,Windows,Yes
Moog-Azure-IaaS,RG-DEAZ1-Network,DEAZ1SV-VCE01,Linux,Yes
Moog-Azure-IaaS,RG-DEAZ1-Network,DEAZ1SVVCEJMP01,Windows,Yes
Moog-Azure-IaaS,RG-DEAZ1-Veeam,deaz1svvbop01,Windows,Yes
Moog-Azure-IaaS,RG-DEAZ1-Veeam,DEAZ1SVVLP01,Windows,Yes
Sub-MoogComm-Corp-Analytics-UK-Prod,RG-GBAZ1-Analytics-IRE,gbaz1pint01,Windows,Yes
Sub-MoogComm-Corp-Analytics-UK-Prod,RG-GBAZ1-Analytics-Power-BI-Gateway,gbaz1pprwbi01,Windows,Yes
Sub-MoogComm-Corp-Analytics-UK-Prod,RG-GBAZ1-Analytics-Power-BI-Gateway,gbaz1pprwbi02,Windows,Yes
Sub-MoogComm-Corp-Analytics-UK-Prod,RG-GBAZ1-Analytics-EDW-01,gbaz1pedw01,Windows,Yes
Sub-MoogComm-Corp-Analytics-UK-Prod,RG-GBAZ1-Analytics-EDW-01,gbaz1pedw02,Windows,Yes
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-DB-HANA-BW4-Dev,gb1dbw4db01,Linux,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-DB-HANA-BW4-QA,gb1qbw4db01,Linux,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-AS-BW4-QA,gb1qbw401,Windows,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-AS-BODS-QA,gb1qbods01,Windows,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-DB-BODS-QA,gb1qbodsdb01,Windows,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-AS-BW4-Dev,gb1dbw401,Windows,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-AS-BODS-Dev,gb1dbods01,Windows,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-SFTP-NP,gb1nsftp01,Windows,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-MFGPro-IRE-Dev,gb1dmfgpro01,Windows,No
Sub-Moog-IG-SAP-NonProd,RG-GBAZ1-IGSAP-SAP-SQL-TEST-Dev,gbaz1svdsqlt01,Windows,No
Sub-Moog-IG-SAP-Prod,RG-GBAZ1-IGSAP-SAP-DB-HANA-BW4,gb1pbw4db01,Linux,No
Sub-Moog-IG-SAP-Prod,RG-GBAZ1-IGSAP-SAP-DB-BODS,gb1pbodsdb01,Windows,No
Sub-Moog-IG-SAP-Prod,RG-GBAZ1-IGSAP-SAP-AS-BODS,gb1pbods01,Windows,No
Sub-Moog-IG-SAP-Prod,RG-GBAZ1-IGSAP-SAP-AS-BW4,gb1pbw401,Windows,No
Sub-Moog-IG-SAP-Prod,RG-GBAZ1-IGSAP-SAP-SFTP,gb1psftp01,Windows,No
Sub-Moog-IG-SAP-Prod,RG-GBAZ1-IGSAP-SAP-MFGPro-IRE,gb1pmfgpro01,Windows,No
Sub-MoogComm-GenerativeAI-NonProd,RG-USAE2-GEN-AI-DEVVM-D,lvm-ilab-test-d,Linux,No
Sub-MoogComm-SmartFactory-Dev,rg-USAE2-FAC-PLA-2-MANAGEMENT-D,vm-usae2-fac-pla-2-d,Windows,No
Sub-MoogComm-SmartFactory-Prod,rg-GBAZ1-FAC-PLA-MANAGEMENT-P,vm-gbaz1-fac-pla-p,Windows,No
Sub-MoogComm-SmartFactory-Prod,rg-INDC1-FAC-PLA-MANAGEMENT-P,vm-indc1-fac-pla-p,Windows,No
Sub-MoogComm-SmartFactory-Prod,rg-USAE2-FAC-PLA-MANAGEMENT-P,vm-usae2-fac-pla-p,Windows,No
Sub-Moog-AD-SAP-NonProd,RG-GBAZ1-ADSAP-3-Solumina-ActiveMQ-QA,gbaz1svq3solm01,Linux,No
Sub-Moog-AD-SAP-NonProd,RG-GBAZ1-ADSAP-Solumina-Bastion-NP,gbaz1svnsolba01,Linux,No
Sub-Moog-AD-SAP-NonProd,RG-GBAZ1-ADSAP-Solumina-ActiveMQ-Trn,gbaz1svtsolm01,Linux,Yes
Sub-Moog-AD-SAP-NonProd,RG-GBAZ1-ADSAP-Solumina-ActiveMQ-QA,gbaz1svqsolm01,Linux,Yes
Sub-Moog-AD-SAP-Prod,RG-GBAZ1-ADSAP-Solumina-Bastion,gbaz1svpsolba01,Linux,Yes
Sub-Moog-AD-SAP-Prod,RG-GBAZ1-ADSAP-Solumina-ActiveMQ,gbaz1svpsolm01,Linux,Yes
Sub-Moog-AD-SAP-Prod,RG-GBAZ1-ADSAP-Solumina-ActiveMQ-Prep,gbaz1svrsolm01,Linux,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-CloudConnectors-Prod,NLAW2SVPXCCC001,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-CloudConnectors-Prod,NLAW2SVPXCCC002,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-CloudConnectors-Prod,NLAW2SVPXCCC003,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-FAS-Prod,NLAW2SVPXFAS001,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-FAS-Prod,NLAW2SVPXFAS002,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-Storage-Prod,NLAW2SVPXDFS001,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-Storage-Prod,NLAW2SVPXDFS002,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-Storage-Prod,NLAW2SVPXDFS003,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-MasterImages-Prod,NLAW2SVPXSDP000,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-MasterImages-Prod,NLAW2SVPXSHD000,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-MasterImages-Prod,NLAW2SVPXVDN000,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-MasterImages-Prod,NLAW2SVPXVDP000,Windows,No
