Subscription,Resource Group,VM Name,OS,Auto Update Enabled
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-Citrix-Infrastruture-MasterImages-Prod,NLAW2WKPXVDP000,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-NLAW2-CitrixTroubleshoot,nlaw2citrixtest,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-CloudConnectors-Prod,USAE2SVPXCCC001,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-CloudConnectors-Prod,USAE2SVPXCCC002,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-CloudConnectors-Prod,USAE2SVPXCCC003,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-FAS-Prod,USAE2SVPXFAS001,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-FAS-Prod,USAE2SVPXFAS002,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-Storage-Prod,USAE2SVPXDFS001,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-Storage-Prod,USAE2SVPXDFS002,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-Storage-Prod,USAE2SVPXDFS003,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-MasterImages-Prod,USAE2SVPGICN000,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-MasterImages-Prod,USAE2SVPXCLB000,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-MasterImages-Prod,USAE2SVPXERP000,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-MasterImages-Prod,USAE2SVPXGEN000,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-MasterImages-Prod,usae2svpxgigen0,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-MasterImages-Prod,USAE2SVPXVDP000,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-MasterImages-Prod,USAE2SVPXVDP100,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-MasterImages-Prod,USAE2SVPXWPS000,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastruture-MasterImages-Gov-Prod,USAE2SVGXVDP000,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXCLB004,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP001,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP003,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP004,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP006,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP009,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP010,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP011,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP013,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP014,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP016,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP018,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP019,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP020,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP022,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP024,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP025,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP027,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP028,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP029,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP030,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP031,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP032,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP033,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP034,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXERP035,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXGEN021,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXGEN024,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXGEN025,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXGEN026,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXGEN027,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXGEN028,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXWPS011,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXWPS012,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXWPS013,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXWPS014,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXWPS015,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXWPS016,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXWPS017,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXWPS018,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXWPS019,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Prod,USAE2SVPXWPS020,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Non-Prod,Preparati-tbjby,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Non-Prod,usae2svuxcn001,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Non-Prod,USAE2SVUXERP007,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Non-Prod,USAE2SVUXGEN005,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Non-Prod,USAE2SVUXWPS004,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Non-Prod,USAE2SVUXWPS005,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Gov-Prod,USAE2SVPGXSHD02,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Gov-Prod,USAE2SVPGXSHD03,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Gov-Non-Prod,USAE2SVUGXSHD01,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-China-Prod,usae2svpxcn001,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-China-Prod,usae2svpxcn002,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-China-Prod,usae2svpxcn003,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-China-Prod,usae2svpxcn004,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-China-Prod,usae2svpxcn005,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-Solumina-Gov-Prod,USAE2SVGSVAAD,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-Solumina-Gov-Prod,USAE2SVGSVDPOC,Windows,Yes
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-MasterImages-Dev,usae2duxwco01,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-Citrix-Infrastructure-VirtualHosts-Entra-Test-2,usae2dtaad01,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-RDS-Broker,usae2prdbrk01,Windows,No
Sub-Moog-Commercial-EndUserVirtualization-Prod,RG-USAE2-RDS-Broker,usae2prdbrk02,Windows,No
Sub-Moog-Core-Networking,RG-GBAZ2-Core-Networking-Firewall-Hub,gbaz2pcnpfw01,Linux,No
Sub-Moog-Core-Networking,RG-GBAZ2-Core-Networking-Firewall-Hub,gbaz2pcnpfw02,Linux,No
Sub-Moog-Core-Networking,RG-GBAZ2-Core-Networking-VCE-Hub,gbaz2pcnvce01,Linux,No
Sub-Moog-Core-Networking,RG-GBAZ2-Core-Networking-VCE-Hub,gbaz2pcnvce02,Linux,No
Sub-Moog-Core-Networking,RG-GBAZ1-Core-Networking-Firewall-Hub,gbaz1pcnpfw01,Linux,No
Sub-Moog-Core-Networking,RG-GBAZ1-Core-Networking-Firewall-Hub,gbaz1pcnpfw02,Linux,No
Sub-Moog-Core-Networking,RG-GBAZ1-Core-Networking-VCE-Hub,gbaz1pcnvce01,Linux,No
Sub-Moog-Core-Networking,RG-GBAZ1-Core-Networking-VCE-Hub,gbaz1pcnvce02,Linux,No
Sub-Moog-Core-Networking,RG-DEAZ1-Networking-Core-Firewall-Hub,deaz1pcnpfw01,Linux,No
Sub-Moog-Core-Networking,RG-DEAZ1-Networking-Core-Firewall-Hub,deaz1pcnpfw02,Linux,No
Sub-Moog-Core-Networking,RG-DEAZ1-Networking-Core-VCE-Hub,deaz1pcnvce01,Linux,No
Sub-Moog-Core-Networking,RG-DEAZ1-Networking-Core-VCE-Hub,deaz1pcnvce02,Linux,No
Sub-Moog-Core-Networking,RG-SGAZ1-Networking-CitrixADC-ADM-Agent,sgaz1pcxadm01,Linux,Yes
Sub-Moog-Core-Networking,RG-SGAZ1-Networking-CitrixADC-Netscaler,sgaz1pcxadc01,Linux,Yes
Sub-Moog-Core-Networking,RG-SGAZ1-Networking-CitrixADC-Netscaler,sgaz1pcxadc02,Linux,Yes
Sub-Moog-Core-Networking,RG-NLAW2-Networking-CitrixADC-ADM-Agent,nlaw2pcxadm01,Linux,Yes
Sub-Moog-Core-Networking,RG-NLAW2-Networking-CitrixADC-Netscaler,nlaw2pcxadc01,Linux,Yes
Sub-Moog-Core-Networking,RG-NLAW2-Networking-CitrixADC-Netscaler,nlaw2pcxadc02,Linux,Yes
Sub-Moog-Core-Networking,RG-USAE2-Networking-CitrixADC-ADM-Agent,usae2pcxadm01,Linux,Yes
Sub-Moog-Core-Networking,RG-USAE2-Networking-CitrixADC-Netscaler,usae2pcxadc01,Linux,Yes
Sub-Moog-Core-Networking,RG-USAE2-Networking-CitrixADC-Netscaler,usae2pcxadc02,Linux,Yes
Sub-Moog-Core-Networking,RG-SGAZ1-Networking-Core-Firewall-Hub,sgaz1pcnpfw01,Linux,No
Sub-Moog-Core-Networking,RG-SGAZ1-Networking-Core-Firewall-Hub,sgaz1pcnpfw02,Linux,No
Sub-Moog-Core-Networking,RG-SGAZ1-Networking-Core-VCE-Hub,sgaz1pcnvce01,Linux,Yes
Sub-Moog-Core-Networking,RG-SGAZ1-Networking-Core-VCE-Hub,sgaz1pcnvce02,Linux,Yes
Sub-Moog-Core-Networking,RG-NLAW2-Networking-Core-Firewall-Hub,nlaw2pcnpfw01,Linux,Yes
Sub-Moog-Core-Networking,RG-NLAW2-Networking-Core-Firewall-Hub,nlaw2pcnpfw02,Linux,Yes
Sub-Moog-Core-Networking,RG-NLAW2-Networking-Core-VCE-Hub,nlaw2pcnvce01,Linux,Yes
Sub-Moog-Core-Networking,RG-NLAW2-Networking-Core-VCE-Hub,nlaw2pcnvce02,Linux,Yes
Sub-Moog-Core-Networking,RG-USAE2-Networking-Core-Firewall-Hub,usae2pcnpfw01,Linux,Yes
Sub-Moog-Core-Networking,RG-USAE2-Networking-Core-Firewall-Hub,usae2pcnpfw02,Linux,Yes
Sub-Moog-Core-Networking,RG-USAE2-Networking-Core-VCE-Hub,usae2pcnvce01,Linux,Yes
Sub-Moog-Core-Networking,RG-USAE2-Networking-Core-VCE-Hub,usae2pcnvce02,Linux,Yes
Sub-Moog-Core-Networking,RG-NLAW2-Networking-PaloAlto-UserIDAgent,nlaw2ppauid01,Windows,Yes
Sub-Moog-Core-Networking,RG-NLAW2-Networking-PaloAlto-UserIDAgent,nlaw2ppauid02,Windows,Yes
Sub-Moog-Core-Identity,RG-NLAW2-Identity-DomainController-IE-Prod,nlaw2piedc01,Windows,No
Sub-Moog-Core-Identity,RG-NLAW2-Identity-DomainController-NL-Prod,nlaw2pnldc01,Windows,Yes
Sub-Moog-Core-Security,RG-NLAW2-Security-BeyondTrust-BeyondInsight,nlaw2psecbtbi01,Windows,No
Sub-Moog-Core-Security,RG-NLAW2-Security-BeyondTrust-BeyondInsight,nlaw2psecbtbi02,Windows,No
Sub-Moog-Core-Security,RG-NLAW2-Security-BeyondTrust-RemoteSupport,nlaw2pbtrs01,Linux,Yes
Sub-Moog-Core-Security,RG-USAZ2-Security-BeyondTrust-SQL-DR,usaz2psecbtdb01,Windows,Yes
Sub-Moog-Core-Security,RG-USAZ2-Security-BeyondTrust-SQL-DR,usaz2psecbtdb02,Windows,Yes
Sub-Moog-Core-Security,RG-SGAZ1-Security-BeyondTrust-BeyondInsight,sgaz1psecbtbi01,Windows,No
Sub-Moog-Core-Security,RG-SGAZ1-Security-BeyondTrust-BeyondInsight,sgaz1psecbtbi02,Windows,No
Sub-Moog-Core-Security,RG-SGAZ1-Security-BeyondTrust-RemoteSupport,sgaz1pbtrs01,Linux,Yes
Sub-Moog-Core-Security,RG-SGAZ1-Security-Rapid7-Scanner,sgaz1psecrapd01,Linux,No
Sub-Moog-Core-Security,RG-SGAZ1-Security-BeyondTrust-SQL,sgaz1psecbtdb01,Windows,No
Sub-Moog-Core-Security,RG-SGAZ1-Security-Ivanti-SXS-Application,sgaz1psecisxs01,Windows,No
Sub-Moog-Core-Security,RG-SGAZ1-Security-Ivanti-SXS-Application,sgaz1psecisxs02,Windows,No
Sub-Moog-Core-Security,RG-NLAW2-Security-BeyondTrust-SQL,nlaw2psecbtdb01,Windows,No
Sub-Moog-Core-Security,RG-NLAW2-Security-Ivanti-SXS-Application,nlaw2psecisxs01,Windows,No
Sub-Moog-Core-Security,RG-NLAW2-Security-Ivanti-SXS-Application,nlaw2psecisxs02,Windows,No
Sub-Moog-Core-Security,RG-USAE2-Security-BeyondTrust-Management,usae2psecbtjb01,Windows,No
Sub-Moog-Core-Security,RG-USAE2-Security-BeyondTrust-SQL,usae2psecbtdb01,Windows,No
Sub-Moog-Core-Security,RG-USAE2-Security-BeyondTrust-SQL,usae2psecbtdb02,Windows,No
Sub-Moog-Core-Security,RG-USAE2-Security-BeyondTrust-BeyondInsight,usae2psecbtbi03,Windows,No
Sub-Moog-Core-Security,RG-USAE2-Security-BeyondTrust-BeyondInsight,usae2psecbtbi04,Windows,No
Sub-Moog-Core-Security,RG-USAE2-Security-LogRhythm-WindowsEventCollector,usae2pseclrwc01,Windows,Yes
Sub-Moog-Core-Security,RG-USAE2-Security-Rapid7-Scanner,usae2psecrapd01,Linux,Yes
Sub-Moog-Core-Security,RG-USAE2-Security-BeyondTrust-Privilege-Mgmt,usae2psecbtpmul01,Linux,No
Sub-Moog-Core-Security,RG-USAE2-Security-BeyondTrust-Privilege-Mgmt,usae2psecbtpmul02,Linux,No
Sub-Moog-Core-Security,RG-USAE2-Security-BeyondTrust-Privilege-Mgmt,usae2psecbtpmul03,Linux,No
Sub-Moog-Core-Security,RG-USAE2-Security-Ivanti-SXS-Application,usae2psecisxs01,Windows,No
Sub-Moog-Core-Security,RG-USAE2-Security-Ivanti-SXS-Application,usae2psecisxs02,Windows,No
Sub-Moog-Core-Security,RG-USAE2-Security-Ivanti-SXS-Application,usae2psecisxs03,Windows,No
Sub-Moog-Core-Security,RG-USAE2-Security-Ivanti-SXS-Application-Dev,usae2dsecisxs01,Windows,No
Sub-Moog-Core-Security,RG-USAE2-Security-BeyondTrust-RemoteSupport,usae2psecbtrs01,Linux,No
Sub-Moog-Core-Security,RG-USAE2-Security-BeyondTrust-RemoteSupport,usae2psecbtrs02,Linux,No
Sub-Moog-Core-Security,RG-USAE2-Security-EntraConnect,usae2pentrcon01,Windows,No
Sub-Moog-Core-Security,RG-GBAZ1-Security-pentest,gbaz1nkalipoc01,Linux,No
Sub-Moog-Core-Security,RG-USAE2-Security-Cortex-XDR,usae2svpabrkr01,Linux,No
Visual Studio Enterprise Subscription,NewVM1_group,NewVM1,Linux,No
Visual Studio Enterprise Subscription,rg-testing-vms,vm-mc-test-1,Linux,No
Visual Studio Enterprise Subscription,rg-testing-vms,vm-mc-test-4,Linux,No
Visual Studio Enterprise Subscription,rg-testing-vms,vm-mc-test-5,Linux,No
AlexEnterprise01,novack-demo,vm-novack-ubuntu,Linux,No
Visual Studio Enterprise Subscription,RG-USAZ2-Workday-Test,USAZ2SVWDTEST,Windows,No
Visual Studio Enterprise Subscription,rg-boglin,boglin,Linux,No
Visual Studio Enterprise,MadsDevServer2022,MadsDevServer2022,Windows,No
Visual Studio Enterprise,MadsServerUbuntu,MadsDevServerUbuntu,Linux,No
Visual Studio Enterprise Subscription,VM-AJS-TEST_group,DynatraceTestLinuxMachine,Linux,No
BillMEnterprise,BillMTestRG,Billm-Ubuntu-test,Linux,Yes
Visual Studio Enterprise Subscription,MadsBotsUbuntu,MadsBotsServerUbuntu,Linux,No
Visual Studio Enterprise Subscription,ToolboxTestGroup,ToolboxTestVM,Linux,No
Sub-MoogInno-Aircraft-Convergence-NonProd,cvg-sim-cmp-rg,cvg-sim-cmp-licenceserver,Windows,No
Sub-MoogInno-Aircraft-Convergence-NonProd,cvg-sim-img-rg,cvg-sim-img-plantsimvm,Windows,No
Sub-Moog-Innovation-DarwinAI-Development,moog-gensynth1-rsgrp,moog-gensynth1-vm-gpu1,Linux,No
Sub-Moog-Innovation,ares-dev-backend,ares-dev-vm,Linux,No
Sub-Moog-Innovation,ag-innovation-video-test,moog-ag-ant-test,Linux,No
Sub-Moog-Innovation,rg-woojin-test,vm-woojin-test-2,Linux,No
