SubscriptionName,PolicyName,RetentionDays,RetentionWeeks,RetentionMonths,RetentionYears,IncrementalRetentionDays,SchedulePolicyType,ScheduleRunFrequency,ScheduleRunDays,WorkloadType,ResourceGroup,RecoveryServicesVault
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-AutoTime-Backup,rsv-usae2-autotime-backup
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-AutoTime-Backup,rsv-usae2-autotime-backup
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-Backup-Recovery,RSV-USAE2-Backup-IaaS
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-Backup-Recovery,RSV-USAE2-Backup-IaaS
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-Backup-Recovery,RSV-USAE2-Backup-IaaS
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-MDG-Backup,RSV-USAE2-MDG01
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-MDG-Backup,RSV-USAE2-MDG01
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-MDG-Backup,RSV-USAE2-MDG01
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR01
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR01
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR01
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR02
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR02
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR02
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR03
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR03
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR03
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR01
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR01
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR01
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR02
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR02
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR02
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR03
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR03
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR03
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR01
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR01
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR01
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR02
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR02
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR02
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR03
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR03
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-PRD-MDG-Migration,RSV-USAE2-MDG-ASR03
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-Security-Backup,RSV-USAE2-Security-Backup
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-Security-Backup,RSV-USAE2-Security-Backup
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-Security-Backup,RSV-USAE2-Security-Backup
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-CAAZ1-Backup-Recovery,RSV-CAAZ1-Backup-IaaS
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-CAAZ1-Backup-Recovery,RSV-CAAZ1-Backup-IaaS
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-CAAZ1-Backup-Recovery,RSV-CAAZ1-Backup-IaaS
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-GBAZ1-Backup-Recovery,RSV-GBAZ1-Backup-IaaS
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-Backup-Recovery,RSV-GBAZ1-Backup-IaaS
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-Backup-Recovery,RSV-GBAZ1-Backup-IaaS
Moog-Azure-IaaS,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-DEAZ1-Backup-Recovery,RSV-DEAZ1-Backup-IaaS
Moog-Azure-IaaS,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-DEAZ1-Backup-Recovery,RSV-DEAZ1-Backup-IaaS
Moog-Azure-IaaS,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-DEAZ1-Backup-Recovery,RSV-DEAZ1-Backup-IaaS
Sub-MoogComm-Corp-Analytics-UK-Prod,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-Analytics-Backup,RSV-GBAZ1-Analytics-Backup
Sub-MoogComm-Corp-Analytics-UK-Prod,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-GBAZ1-Analytics-Backup,RSV-GBAZ1-Analytics-Backup
Sub-MoogComm-Corp-Analytics-UK-Prod,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-Analytics-Backup,RSV-GBAZ1-Analytics-Backup
Sub-Moog-IG-SAP-NonProd,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup-Dev,rsv-gbaz1-igsap-backup-dev
Sub-Moog-IG-SAP-NonProd,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup-Dev,rsv-gbaz1-igsap-backup-dev
Sub-Moog-IG-SAP-NonProd,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup-Dev,rsv-gbaz1-igsap-backup-dev
Sub-Moog-IG-SAP-NonProd,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup-NP,rsv-gbaz1-igsap-backup-np
Sub-Moog-IG-SAP-NonProd,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup-NP,rsv-gbaz1-igsap-backup-np
Sub-Moog-IG-SAP-NonProd,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup-NP,rsv-gbaz1-igsap-backup-np
Sub-Moog-IG-SAP-NonProd,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup-QA,rsv-gbaz1-igsap-backup-qa
Sub-Moog-IG-SAP-NonProd,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup-QA,rsv-gbaz1-igsap-backup-qa
Sub-Moog-IG-SAP-NonProd,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup-QA,rsv-gbaz1-igsap-backup-qa
Sub-Moog-IG-SAP-NonProd,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup-SB,rsv-gbaz1-igsap-backup-sb
Sub-Moog-IG-SAP-NonProd,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup-SB,rsv-gbaz1-igsap-backup-sb
Sub-Moog-IG-SAP-NonProd,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup-SB,rsv-gbaz1-igsap-backup-sb
Sub-Moog-IG-SAP-Prod,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup,rsv-gbaz1-igsap-backup
Sub-Moog-IG-SAP-Prod,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup,rsv-gbaz1-igsap-backup
Sub-Moog-IG-SAP-Prod,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-GBAZ1-IGSAP-Backup,rsv-gbaz1-igsap-backup
Sub-MoogMedical-Commercial-MedicalProducts-DEV/TEST,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAW2-Backup-Recovery,RSV-USAW2-Backup-IaaS
Sub-MoogMedical-Commercial-MedicalProducts-DEV/TEST,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAW2-Backup-Recovery,RSV-USAW2-Backup-IaaS
Sub-MoogMedical-Commercial-MedicalProducts-DEV/TEST,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAW2-Backup-Recovery,RSV-USAW2-Backup-IaaS
Jonathan Daigle Test Subscription,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,DaigleTestMar,vault599
Jonathan Daigle Test Subscription,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,DaigleTestMar,vault599
Jonathan Daigle Test Subscription,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,DaigleTestMar,vault599
Sub-MoogComm-GenerativeAI-NonProd,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-GEN-AI-DEVVM-D,RSV-USAE2-BACKUP-GENAI-NON-PROD
Sub-MoogComm-GenerativeAI-NonProd,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-GEN-AI-DEVVM-D,RSV-USAE2-BACKUP-GENAI-NON-PROD
Sub-MoogComm-GenerativeAI-NonProd,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-GEN-AI-DEVVM-D,RSV-USAE2-BACKUP-GENAI-NON-PROD
Sub-MoogComm-SmartFactory-Dev,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,rg-USAE2-FAC-PLA-2-MANAGEMENT-D,RSV-USAE2-Backup-IaaS-Smart-Factory-Dev
Sub-MoogComm-SmartFactory-Dev,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,rg-USAE2-FAC-PLA-2-MANAGEMENT-D,RSV-USAE2-Backup-IaaS-Smart-Factory-Dev
Sub-MoogComm-SmartFactory-Dev,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,rg-USAE2-FAC-PLA-2-MANAGEMENT-D,RSV-USAE2-Backup-IaaS-Smart-Factory-Dev
Sub-Moog-AD-SAP-NonProd,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAZ2-ADSAP-Recovery-NP,rsv-usaz2-adsap-recovery-np
Sub-Moog-AD-SAP-NonProd,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAZ2-ADSAP-Recovery-NP,rsv-usaz2-adsap-recovery-np
Sub-Moog-AD-SAP-NonProd,HANADB-Tier2,null,4,6,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAZ2-ADSAP-Recovery-NP,rsv-usaz2-adsap-recovery-np
Sub-Moog-AD-SAP-NonProd,HANADB-Tier1,60,null,13,7,null,SimpleSchedulePolicy,Daily,[],SAPHanaDatabase,RG-USAE2-ADSAP-Middleware-Common-QA,rsv-usae2-adsap-middleware-common-qa
Sub-Moog-AD-SAP-NonProd,HANADB-Tier3,null,4,1,null,28,SimpleSchedulePolicy,Weekly,[Monday, Tuesday, Wednesday, Thursday, Friday, Saturday],SAPHanaDatabase,RG-USAE2-ADSAP-Middleware-Common-QA,rsv-usae2-adsap-middleware-common-qa
